,Reference Code,Solution Name (Eng),Cosine Similarity,Business Reference Code
6367,S-0179,"""TeleVoice""  AI Robot Solution for DHS (Demographic and Health Surveys)",0.6850939989089966,N-0046
6368,S-0039,iQ-Dwell Time Management System,0.6850683689117432,N-0046
6369,S-0196,Personnel and Asset positioning management system,0.6833125352859497,N-0046
6370,S-0211,Customised Mobile Application solution,0.6820446252822876,N-0046
6371,S-0253,Intelligent Face Mask,0.6818317770957947,N-0046
6372,S-0172,Earthy,0.6812666654586792,N-0046
6373,S-0223,OceanX Share,0.6787571907043457,N-0046
6374,S-0134,Smart Building - Energy Management and Optimization Solutions,0.6781892776489258,N-0046
6375,S-0135,ISS Analytics Services,0.6762623786926271,N-0046
6376,S-0150,A.I. Facial Recognition Application for Event Photo Delivery,0.6760863065719604,N-0046
6377,S-0244,ServiceNow - ITSM solution,0.6757804155349731,N-0046
6378,S-0050,Deloitte ASSIST,0.6752922534942627,N-0046
6379,S-0055,Smart City Electric Vehicle (EV) Charging Infrastructure Solution,0.6740555763244629,N-0046
6380,S-0210,AI Cloud for Smart Construction,0.6727558374404907,N-0046
6381,S-0063,UHD Multi-Channel Video Live Broadcast,0.6726778745651245,N-0046
6382,S-0115,All-in-one event management software,0.6708104610443115,N-0046
6383,S-0043,fieldConnect,0.6706928014755249,N-0046
6384,S-0015,3D Face Re-identification,0.6686469316482544,N-0046
6385,S-0006,Centimeter level precision GNSS positioning Android tablet/smartphone,0.6673877835273743,N-0046
6386,S-0240,Multilingual Voice Assistant,0.6655028462409973,N-0046
6387,S-0143,Cyberbit,0.6649297475814819,N-0046
6388,S-0099,NB IoT Sensor Solution,0.6640577912330627,N-0046
6389,S-0299,Office Delivery Robot,0.6613344550132751,N-0046
6390,S-0120,Raspect-ACE,0.6607990264892578,N-0046
6391,S-0104,Litbulb Technologies,0.6599969863891602,N-0046
6392,S-0008,Shape Security - Shape Enterprise Defense,0.6580280065536499,N-0046
6393,S-0159,Integrated Smart Film Solutions,0.6578616499900818,N-0046
6394,S-0084,NFC Product Authentication,0.6566916108131409,N-0046
6395,S-0091,Next Generation Growable Optical Networks,0.6564238667488098,N-0046
6396,S-0220,3D Spatial Intelligence Platform for flow and traffic managements,0.6534684896469116,N-0046
6397,S-0124,Enterprise Intelligent Assistant,0.6532032489776611,N-0046
6398,S-0250,UiPath Automation Platform,0.6510508060455322,N-0046
6399,S-0097,Smart Home e-Health Monitoring and Care System,0.6492701768875122,N-0046
6400,S-0107,POARD Your Presentation Stage,0.6492540240287781,N-0046
6401,S-0194,UWB Beacon RTLS Solution,0.6484581232070923,N-0046
6402,S-0020,Machines Predictive Maintenance,0.6475399732589722,N-0046
6403,S-0222,Agorize Innovation Sourcing Platform,0.6475027799606323,N-0046
6404,S-0296,BLOK Pass App for Travel Bubble,0.6471902132034302,N-0046
6405,S-0083,Smart Pharma Packaging,0.6449918746948242,N-0046
6406,S-0170,Nixplay Signage,0.6449522972106934,N-0046
6407,S-0234,Pixel Eye Vision-Based Fall Detection,0.6444761753082275,N-0046
6408,S-0035,Document Delivery By Unmanned Vehicle,0.6441880464553833,N-0046
6409,S-0158,Switchable Glass / Film,0.6433569192886353,N-0046
6410,S-0048,AI-based Application,0.642763614654541,N-0046
6411,S-0128,Iris by HKT - From Surveillance to Intelligence,0.6427266597747803,N-0046
6412,S-0163,Ai-Knowie,0.6424574851989746,N-0046
6413,S-0103,SP-RFID Smart Asset Management System,0.6419504284858704,N-0046
6414,S-0106,"Smart bin trash collection solution, especially remote area",0.641408383846283,N-0046
6415,S-0028,ShipAny - First Smart Logistics Gateway for HK Domestic Logistics Service,0.6410143375396729,N-0046
6416,S-0075,Altai SuperWiFi Solution,0.6405534744262695,N-0046
6417,S-0255,Authgear,0.6404302716255188,N-0046
6418,S-0080,OceanX Cloud-based Enterprise Content Management (ECM),0.639850914478302,N-0046
6419,S-0059,EMF Workplaces Evaluation Program,0.6396377086639404,N-0046
6420,S-0292,Telepresence and Video Conferencing Solution,0.6391831636428833,N-0046
6421,S-0133,PANGA - Data Infrastructure Edge Computing for Smart Cities,0.6390200853347778,N-0046
6422,S-0235,Pixel Eye Safety Helmets Detection,0.6377511024475098,N-0046
6423,S-0156,Neo,0.6373516917228699,N-0046
6424,S-0232,"""Smart"" Car Park Management System",0.6368916034698486,N-0046
6425,S-0217,nCloud Fault-Tolerant Geo-distributed Hyperconverged Infrastructure (HCI),0.6363945603370667,N-0046
6426,S-0177,MAD Gaze Smart Glass,0.6359561681747437,N-0046
6427,S-0054,TicketME Blockchain Ticketing Platform,0.6343026757240295,N-0046
6428,S-0074,AI Chiller Plant – Smart Chiller Plant Optimization using Artificial Intelligence,0.6317655444145203,N-0046
6429,S-0288,Mixed language Chatbot system with AI and voice functions,0.6317515373229979,N-0046
6430,S-0121,Chatbot Solution and NLP applications from ZhuiYi Technology,0.6316409707069397,N-0046
6431,S-0012,"Monitoring and Early Warning System for Holding Concentration, Insider Trading, Short-selling and Stock Price Manipulation",0.6308199167251587,N-0046
6432,S-0102,Miovision's Portable Solution for Traffic Data Collection,0.6305481195449829,N-0046
6433,S-0267,Smart Fever Screening System,0.6274957656860352,N-0046
6434,S-0175,Thermal Imaging Body Temperature Measurement Solution,0.6268191337585449,N-0046
6435,S-0213,Radar-based smart motion and position tracking system,0.6259960532188416,N-0046
6436,S-0186,Technology of independent intellectual property identity authentication and tracking of close contacts of patients to assist in epidemic prevention and control and return to work,0.6257443428039551,N-0046
6437,S-0057,Artificial Intelligence Security Surveillance Protection  (AISSP),0.6247540116310121,N-0046
6438,S-0247,Seclore Digital Rights Management,0.6241885423660278,N-0046
6439,S-0139,imVision,0.6223486065864563,N-0046
6440,S-0202,One card e-payment solution for GBA(Guangdong-hong kong-Macao Greater Bay area),0.6193920373916626,N-0046
6441,S-0229,SonoWatermark,0.6185236573219299,N-0046
6442,S-0005,Smart Lamp Pole and Robotic,0.6176630854606628,N-0046
6443,S-0014,2D Face Re-identification,0.6165699958801271,N-0046
6444,S-0205,Centrak Quarantine Management Solution,0.6157450079917908,N-0046
6445,S-0271,Server Data Analysis Service (User & Data),0.6123495101928711,N-0046
6446,S-0069,Citizen Cloud,0.6100643873214722,N-0046
6447,S-0263,SafeGuard Series,0.607434868812561,N-0046
6448,S-0007,Smart Life,0.6073855757713318,N-0046
6449,S-0041,A.I. and speech solutions by Nexify and iFLYTEK,0.6073853969573975,N-0046
6450,S-0130,OpenLegacy API factory,0.6072608828544617,N-0046
6451,S-0227,Intelligent liquid crystal dimming film,0.6072402000427246,N-0046
6452,S-0191,NoQ E Form registration and quota distribution for massive traffic,0.6069885492324829,N-0046
6453,S-0021,ReportNOW,0.606361985206604,N-0046
6454,S-0273,Talos,0.6046223640441895,N-0046
6455,S-0282,Chatbot Solution - ccRobot,0.6038166284561157,N-0046
6456,S-0153,Dynatrace,0.601703405380249,N-0046
6457,S-0123,Complete Encryption with HSM,0.6012589931488037,N-0046
6458,S-0157,NLP-powered Chatbot by Xiaomi,0.5987483263015747,N-0046
6459,S-0208,Indoor Map and Positioning for Smart City,0.5984772443771362,N-0046
6460,S-0131,ISS Project Management System,0.5981147289276123,N-0046
6461,S-0068,Reliability Centered Asset Management - Dynamic (RCAM-dyn),0.5970406532287598,N-0046
6462,S-0030,IoT Building Access Control System,0.5928739309310913,N-0046
6463,S-0165,Health Monitoring System,0.5926846265792847,N-0046
6464,S-0081,iQ-Road and Traffic Management,0.5916911959648132,N-0046
6465,S-0233,Area monitoring solution using 3D camera with privacy-preserving,0.5908933877944946,N-0046
6466,S-0033,ATAL’s Cloud-based Chiller Plant Energy Management Platform (EM-Platform),0.5908150672912598,N-0046
6467,S-0154,Cisco Stealthwatch Encrypted Traffic Analytics,0.5866893529891968,N-0046
6468,S-0237,V-K V-OS Cloud Solutions,0.5786935091018677,N-0046
6469,S-0017,Falling Alert System for Elderly Care-- Optical Monitoring System (OMS),0.5777693390846252,N-0046
6470,S-0238,Rice Robotics,0.5765042901039124,N-0046
6471,S-0034,Cloud Energy Management Platform,0.5762221813201904,N-0046
6472,S-0132,Mobility Mesh Wi-Fi Application for Smart City,0.5743198990821838,N-0046
6473,S-0136,Document Authentication,0.5732781291007996,N-0046
6474,S-0188,Data Vaccinator,0.5685733556747437,N-0046
6475,S-0215,Self Check-in system for self-quarantined personal,0.5677913427352905,N-0046
6476,S-0279,RoomQ virtual waiting room for massive traffic,0.561083197593689,N-0046
6477,S-0281,"Smart 5G Integrated Multi-Operator Active Distributed Antenna Solution for Malls, Venues and Stadiums",0.5606300830841064,N-0046
6478,S-0040,RVM One Stop Recycling Solution,0.5600074529647827,N-0046
6479,S-0142,NetMotion Mobility,0.5560817718505859,N-0046
6480,S-0242,Queue-it -  Virtual Waiting Room,0.5545734167098999,N-0046
6481,S-0187,Provide an implementation plan for the Hongkong Financial Secretary's policy of granting HK $10 thousand to permanent residents aged 18 or above.,0.5538049936294556,N-0046
6482,S-0294,Live Webinar Streaming service,0.5521743893623352,N-0046
6483,S-0181,Artificial Intelligence Camera Solutions,0.550463855266571,N-0046
6484,S-0111,Smart car park solution,0.5479188561439514,N-0046
6485,S-0073,Enlighted Multi-Features Micro IoT Sensors Solution,0.5471218228340149,N-0046
6486,S-0024,Automated Refuse Collection System with 1 chute for multi fractions,0.5444808006286621,N-0046
6487,S-0182,AppProtect+ (RASP) / YESsafe Zero Login (OTP) / AccessMatrix Universal Sign-On (SSO),0.5398135781288147,N-0046
6488,S-0212,AI Solution for Outdoor People Counting without invading privacy,0.539054274559021,N-0046
6489,S-0207,Pandemic Management System,0.5346395969390869,N-0046
6490,S-0077,Anywhere Networks,0.5282179117202759,N-0046
6491,S-0322,NB-IoT / LoRa Dual-detection Smart Parking Sensing Technology,0.5256451368331909,N-0046
6492,S-0166,IXIA BREAKINGPOINT,0.5250394940376282,N-0046
6493,S-0168,IXIA Vision ONE (Network Packet Broker),0.5236794948577881,N-0046
6494,S-0264,Smart Parking with Video Analytics,0.5171343088150024,N-0046
6495,S-0280,Digital parking solutions for enterprise (Include online pre booking and payment settle),0.5130649805068971,N-0046
6496,S-0070,Well井 Smart Water Station,0.5126446485519409,N-0046
6497,S-0098,ECOPLANT Solar Tracking Solar Panel System,0.5071295499801636,N-0046
6498,S-0108,SparkXIO Smart Car Park Management System,0.5063362121582031,N-0046
6499,S-0138,Radware DefensePro and AppWall,0.5015000104904175,N-0046
6500,S-0201,Non image base access control,0.4976671934127808,N-0046
6501,S-0145,Arcserve® Appliance Series,0.494612991809845,N-0046
6502,S-0272,Hybrid/ E Bus/ Mini Bus and Ferry Boat,0.4941191673278809,N-0046
6503,S-0144,ZIroh Labs - Advanced Data Privacy and Encryption Technology,0.492037832736969,N-0046
6504,S-0199,V-Key Mobile App Protection,0.4861798286437988,N-0046
6505,S-0092,Enable the wireless connectivity for IoT devices,0.4826171398162842,N-0046
6506,S-0116,Smart Parking Solution,0.4751769006252289,N-0046
6507,S-0147,Privacy-aware people counting system using Smart Radar sensor,0.4734311401844025,N-0046
6508,S-0078,Finger Vein PBI (Public Biometric Infrastructure) Platform for Smart City ID Authentication,0.4670352339744568,N-0046
6509,S-0287,Siemens Mobility (e-)bike sharing powered by AI,0.4656961560249329,N-0046
6510,S-0140,Drivelock,0.4580070376396179,N-0046
6511,S-0160,Smart glass,0.4507237672805786,N-0046
6512,S-0141,HubSecurity,0.4505991339683533,N-0046
6513,S-0148,Zscaler,0.4479660987854004,N-0046
6514,S-0176,Epidemic prevention and control management system,0.4403792023658752,N-0046
6515,S-0245,Locobike：Automatic Bicycle Rental System,0.4265274703502655,N-0046
6516,S-0193,Dahua Body Temp Measurement Solution,0.4156898856163025,N-0046
6517,S-0076,NEC InfoCage FileShell,0.4143460690975189,N-0046
6518,S-0146,Promon Shield - Application Protection and Security for IoT & Connected Devices,0.4109079539775848,N-0046
6519,S-0062,Parkingbnb,0.40264177322387695,N-0046
6520,S-0086,Micro-Chip 2.0 for pets,0.3951206505298615,N-0046
6521,S-0251,Self Service Bike Rental Solution,0.38504117727279663,N-0046
6522,S-0109,Face Recognition Door Access System,0.3661923110485077,N-0046
6523,S-0189,COVID19 Community Prevention Software System,0.3511333167552948,N-0046
6524,S-0042,Smart Water Duct Valve for shared Housing,0.33745962381362915,N-0046
6525,S-0167,IXIA ThreatARMOR,0.3322043716907501,N-0046
6526,S-0226,"Sky Drone - Autonomous Drone Solution (""Drone-in-a-Box"")",0.30620771646499634,N-0046
6527,S-0178,Motor Insurance DLT Authentication System - MIDAS,0.2384462654590607,N-0046
6528,S-0227,Intelligent liquid crystal dimming film,0.8369516730308533,N-0047
6529,S-0159,Integrated Smart Film Solutions,0.815115213394165,N-0047
6530,S-0158,Switchable Glass / Film,0.7693926095962524,N-0047
6531,S-0243,LiDAR Road Monitoring Solutions based on Deep Learning Technology,0.7639787793159485,N-0047
6532,S-0220,3D Spatial Intelligence Platform for flow and traffic managements,0.7609228491783142,N-0047
6533,S-0233,Area monitoring solution using 3D camera with privacy-preserving,0.7481138706207275,N-0047
6534,S-0234,Pixel Eye Vision-Based Fall Detection,0.7444700002670288,N-0047
6535,S-0147,Privacy-aware people counting system using Smart Radar sensor,0.7424057722091675,N-0047
6536,S-0067,AR Smart Glass Assisted for equipment training and O&M,0.740337073802948,N-0047
6537,S-0181,Artificial Intelligence Camera Solutions,0.7374428510665894,N-0047
6538,S-0160,Smart glass,0.7365708351135254,N-0047
6539,S-0177,MAD Gaze Smart Glass,0.7338136434555054,N-0047
6540,S-0201,Non image base access control,0.730728268623352,N-0047
6541,S-0073,Enlighted Multi-Features Micro IoT Sensors Solution,0.7252874374389648,N-0047
6542,S-0030,IoT Building Access Control System,0.7193745374679565,N-0047
6543,S-0299,Office Delivery Robot,0.701594352722168,N-0047
6544,S-0214,ACX Visitor Management System,0.6995768547058105,N-0047
6545,S-0004,Euclideon Vault - Smart City IOT 3D visualization,0.6960092782974243,N-0047
6546,S-0007,Smart Life,0.6955669522285461,N-0047
6547,S-0100,Super Massive 3D Model Data Expert,0.6942760944366455,N-0047
6548,S-0162,Automate the verification of electronic documents,0.6919406652450562,N-0047
6549,S-0098,ECOPLANT Solar Tracking Solar Panel System,0.6882416009902954,N-0047
6550,S-0103,SP-RFID Smart Asset Management System,0.6862181425094604,N-0047
6551,S-0261,DragOnce Platform,0.6850579977035522,N-0047
6552,S-0153,Dynatrace,0.6847626566886902,N-0047
6553,S-0112,Pyxis - The Internet of Things(IoT) Solution for Construction 2.0 and Beyond,0.6845585703849792,N-0047
6554,S-0128,Iris by HKT - From Surveillance to Intelligence,0.6826248168945312,N-0047
6555,S-0254,FormExtractor,0.6821898221969604,N-0047
6556,S-0120,Raspect-ACE,0.6804165840148926,N-0047
6557,S-0005,Smart Lamp Pole and Robotic,0.6804076433181763,N-0047
6558,S-0210,AI Cloud for Smart Construction,0.6798503994941711,N-0047
6559,S-0170,Nixplay Signage,0.6777723431587219,N-0047
6560,S-0006,Centimeter level precision GNSS positioning Android tablet/smartphone,0.6771235466003418,N-0047
6561,S-0105,Blockchain solution,0.6757415533065796,N-0047
6562,S-0183,An Intelligent Solution for Automatic Processing and Chasing of Documents,0.6714550256729126,N-0047
6563,S-0035,Document Delivery By Unmanned Vehicle,0.6710543632507324,N-0047
6564,S-0286,IoT Sensors and Automatic Monitoring System (AMS),0.669244647026062,N-0047
6565,S-0125,"BIM, BMS and IoT Integration",0.6681050062179565,N-0047
6566,S-0092,Enable the wireless connectivity for IoT devices,0.6677792072296143,N-0047
6567,S-0134,Smart Building - Energy Management and Optimization Solutions,0.6664775609970093,N-0047
6568,S-0132,Mobility Mesh Wi-Fi Application for Smart City,0.6663077473640442,N-0047
6569,S-0250,UiPath Automation Platform,0.6659644842147827,N-0047
6570,S-0102,Miovision's Portable Solution for Traffic Data Collection,0.6655944585800171,N-0047
6571,S-0163,Ai-Knowie,0.6647818088531494,N-0047
6572,S-0211,Customised Mobile Application solution,0.6642496585845947,N-0047
6573,S-0266,Site Audit and Inspection Recording System,0.6622568964958191,N-0047
6574,S-0161,LiDAR and Optical Sensing applications for Smart City,0.661017119884491,N-0047
6575,S-0034,Cloud Energy Management Platform,0.660488486289978,N-0047
6576,S-0022,A smart lamp pole system with AI-enabled security system,0.658983588218689,N-0047
6577,S-0182,AppProtect+ (RASP) / YESsafe Zero Login (OTP) / AccessMatrix Universal Sign-On (SSO),0.6584060192108154,N-0047
6578,S-0079,"1/ AccuID, 2/ Pedestrian Analytics, 3/ Vehicle Analytics",0.6578665971755981,N-0047
6579,S-0152,Datax,0.6577167510986328,N-0047
6580,S-0208,Indoor Map and Positioning for Smart City,0.6575660705566406,N-0047
6581,S-0292,Telepresence and Video Conferencing Solution,0.6573050022125244,N-0047
6582,S-0253,Intelligent Face Mask,0.6560162305831909,N-0047
6583,S-0002,DataCube Data Intelligent Automation Solution,0.6559101939201355,N-0047
6584,S-0061,A.I. and Mixed Reality Solution,0.6556128263473511,N-0047
6585,S-0001,PixelEye Object Detection,0.6547775268554688,N-0047
6586,S-0191,NoQ E Form registration and quota distribution for massive traffic,0.6544475555419922,N-0047
6587,S-0009,Precise And Responsive Indoor Location Tracking,0.6527184247970581,N-0047
6588,S-0071,All-in-one Data Center - iDCmini System,0.6517545580863953,N-0047
6589,S-0241,Intelligent Data Platform,0.6516519784927368,N-0047
6590,S-0213,Radar-based smart motion and position tracking system,0.6509264707565308,N-0047
6591,S-0043,fieldConnect,0.6488088369369507,N-0047
6592,S-0099,NB IoT Sensor Solution,0.6478270292282104,N-0047
6593,S-0148,Zscaler,0.647685706615448,N-0047
6594,S-0011,Precise Outdoor Crowd Analysis,0.6471781134605408,N-0047
6595,S-0044,AI Escalator Safety Monitoring System,0.6457836627960205,N-0047
6596,S-0037,4D Immersive CAVE,0.6457458138465881,N-0047
6597,S-0107,POARD Your Presentation Stage,0.6457093954086304,N-0047
6598,S-0263,SafeGuard Series,0.6450406908988953,N-0047
6599,S-0065,Smart Mobility,0.6437825560569763,N-0047
6600,S-0239,InterOps Accelerator,0.6421934366226196,N-0047
6601,S-0165,Health Monitoring System,0.6421074867248535,N-0047
6602,S-0010,Precise Facility Crowd Analysis,0.6415206789970398,N-0047
6603,S-0115,All-in-one event management software,0.6411760449409485,N-0047
6604,S-0264,Smart Parking with Video Analytics,0.6408405303955078,N-0047
6605,S-0143,Cyberbit,0.6379207372665405,N-0047
6606,S-0033,ATAL’s Cloud-based Chiller Plant Energy Management Platform (EM-Platform),0.6378549933433533,N-0047
6607,S-0217,nCloud Fault-Tolerant Geo-distributed Hyperconverged Infrastructure (HCI),0.6373687982559204,N-0047
6608,S-0212,AI Solution for Outdoor People Counting without invading privacy,0.6368303298950195,N-0047
6609,S-0029,"Field Services Management System using IoT, GIS and Mobile Technologies",0.6361762285232544,N-0047
6610,S-0171,Augmented Reality (AR) model,0.6361679434776306,N-0047
6611,S-0038,Hybrid Reality Platform,0.635932207107544,N-0047
6612,S-0204,DOLPHIN Indoor Positioning Service (IPS),0.6357994675636292,N-0047
6613,S-0094,Digital Transformation with Low code development platform,0.6357306838035583,N-0047
6614,S-0322,NB-IoT / LoRa Dual-detection Smart Parking Sensing Technology,0.6356949806213379,N-0047
6615,S-0032,AI+IAQ Proptech: Zonal object counting by skeleton & form recognition integrated with indoor environmental control and room utilization management,0.6356241106987,N-0047
6616,S-0256,AIOps (Artificial Intelligence for IT Operations) Solution,0.6354793310165405,N-0047
6617,S-0196,Personnel and Asset positioning management system,0.6352047920227051,N-0047
6618,S-0262,Mobile application development,0.6351422667503357,N-0047
6619,S-0279,RoomQ virtual waiting room for massive traffic,0.6348544955253601,N-0047
6620,S-0075,Altai SuperWiFi Solution,0.6335954666137695,N-0047
6621,S-0255,Authgear,0.6333639621734619,N-0047
6622,S-0260,Mobile platform with handheld devices for on-site inspection and remote work duties,0.6331080794334412,N-0047
6623,S-0142,NetMotion Mobility,0.6328414082527161,N-0047
6624,S-0249,Robotic Process Automation with A.I. Data Capturing Capability,0.6325147151947021,N-0047
6625,S-0087,Smart Citizen and Employee Self-Services,0.6309947371482849,N-0047
6626,S-0175,Thermal Imaging Body Temperature Measurement Solution,0.6301966905593872,N-0047
6627,S-0091,Next Generation Growable Optical Networks,0.6294153928756714,N-0047
6628,S-0131,ISS Project Management System,0.6293846368789673,N-0047
6629,S-0296,BLOK Pass App for Travel Bubble,0.6289823651313782,N-0047
6630,S-0240,Multilingual Voice Assistant,0.627703070640564,N-0047
6631,S-0013,Public Event Tracking and Early Warning Analysis System,0.6273399591445923,N-0047
6632,S-0008,Shape Security - Shape Enterprise Defense,0.6265602111816406,N-0047
6633,S-0021,ReportNOW,0.6264911890029907,N-0047
6634,S-0072,Digital Twin of the City (or Town),0.6263919472694397,N-0047
6635,S-0063,UHD Multi-Channel Video Live Broadcast,0.6237452626228333,N-0047
6636,S-0259,Software Robotic Solution - iBot,0.6235514283180237,N-0047
6637,S-0095,Create Efficient and Simplify Business Processes Using NFC,0.6229041218757629,N-0047
6638,S-0133,PANGA - Data Infrastructure Edge Computing for Smart Cities,0.6227878928184509,N-0047
6639,S-0024,Automated Refuse Collection System with 1 chute for multi fractions,0.6220331192016602,N-0047
6640,S-0054,TicketME Blockchain Ticketing Platform,0.6207998991012573,N-0047
6641,S-0108,SparkXIO Smart Car Park Management System,0.6203044652938843,N-0047
6642,S-0168,IXIA Vision ONE (Network Packet Broker),0.6201726198196411,N-0047
6643,S-0138,Radware DefensePro and AppWall,0.6180160641670227,N-0047
6644,S-0076,NEC InfoCage FileShell,0.6172056198120117,N-0047
6645,S-0101,​LANDRAY Office Automation (OA) system solutions,0.6161161065101624,N-0047
6646,S-0247,Seclore Digital Rights Management,0.6159191727638245,N-0047
6647,S-0031,PowerArena - Smart City Operations Platform,0.6157628893852234,N-0047
6648,S-0225,DocAnalyzer - Document Review Solution,0.615556001663208,N-0047
6649,S-0017,Falling Alert System for Elderly Care-- Optical Monitoring System (OMS),0.615468442440033,N-0047
6650,S-0281,"Smart 5G Integrated Multi-Operator Active Distributed Antenna Solution for Malls, Venues and Stadiums",0.6151667833328247,N-0047
6651,S-0242,Queue-it -  Virtual Waiting Room,0.6150782108306885,N-0047
6652,S-0282,Chatbot Solution - ccRobot,0.6145201921463013,N-0047
6653,S-0280,Digital parking solutions for enterprise (Include online pre booking and payment settle),0.6136698722839355,N-0047
6654,S-0236,Workflow automation solution,0.6123653650283813,N-0047
6655,S-0118,Alteryx,0.6106927394866943,N-0047
6656,S-0235,Pixel Eye Safety Helmets Detection,0.6100292205810547,N-0047
6657,S-0042,Smart Water Duct Valve for shared Housing,0.6098763942718506,N-0047
6658,S-0130,OpenLegacy API factory,0.6097657084465027,N-0047
6659,S-0122,"Smart City Solution - IoT, AI, Data Analytics Platform, Control",0.6080342531204224,N-0047
6660,S-0089,Smart Infrastructure Projects Planning and Execution,0.608009934425354,N-0047
6661,S-0052,OpenCloud CMP,0.6071659326553345,N-0047
6662,S-0055,Smart City Electric Vehicle (EV) Charging Infrastructure Solution,0.6070945262908936,N-0047
6663,S-0078,Finger Vein PBI (Public Biometric Infrastructure) Platform for Smart City ID Authentication,0.6056711673736572,N-0047
6664,S-0141,HubSecurity,0.6044697761535645,N-0047
6665,S-0150,A.I. Facial Recognition Application for Event Photo Delivery,0.6036663055419922,N-0047
6666,S-0049,Blockchain Solution,0.6034737825393677,N-0047
6667,S-0123,Complete Encryption with HSM,0.6028697490692139,N-0047
6668,S-0186,Technology of independent intellectual property identity authentication and tracking of close contacts of patients to assist in epidemic prevention and control and return to work,0.602833092212677,N-0047
6669,S-0119,Ziizau - Optimization of route design,0.6023987531661987,N-0047
6670,S-0199,V-Key Mobile App Protection,0.6023474335670471,N-0047
6671,S-0045,SAP Big Data Solution,0.6015695929527283,N-0047
6672,S-0238,Rice Robotics,0.6001864075660706,N-0047
6673,S-0216,BMC Helix Service & Operations Management,0.5993211269378662,N-0047
6674,S-0275,SMore-OCR,0.5986218452453613,N-0047
6675,S-0048,AI-based Application,0.5984843969345093,N-0047
6676,S-0070,Well井 Smart Water Station,0.5977381467819214,N-0047
6677,S-0121,Chatbot Solution and NLP applications from ZhuiYi Technology,0.5976783037185669,N-0047
6678,S-0129,Automatic ID/Travel Document Recognition and Validation - OCR Solution,0.597520112991333,N-0047
6679,S-0195,SuperAcc Document Intelligence,0.5966615676879883,N-0047
6680,S-0114,Worker Insights,0.5963241457939148,N-0047
6681,S-0057,Artificial Intelligence Security Surveillance Protection  (AISSP),0.5953365564346313,N-0047
6682,S-0003,GeoSpatial Cloud,0.5951851606369019,N-0047
6683,S-0046,SAP Digital Boardroom,0.5937544107437134,N-0047
6684,S-0113,Video Analytics Solution,0.5937484502792358,N-0047
6685,S-0144,ZIroh Labs - Advanced Data Privacy and Encryption Technology,0.5935062766075134,N-0047
6686,S-0020,Machines Predictive Maintenance,0.5927940607070923,N-0047
6687,S-0231,AI Information push service management system,0.5926728248596191,N-0047
6688,S-0273,Talos,0.5924466252326965,N-0047
6689,S-0154,Cisco Stealthwatch Encrypted Traffic Analytics,0.5913968086242676,N-0047
6690,S-0194,UWB Beacon RTLS Solution,0.5911921858787537,N-0047
6691,S-0077,Anywhere Networks,0.5911445617675781,N-0047
6692,S-0294,Live Webinar Streaming service,0.5857974290847778,N-0047
6693,S-0106,"Smart bin trash collection solution, especially remote area",0.5841831564903259,N-0047
6694,S-0229,SonoWatermark,0.583750307559967,N-0047
6695,S-0187,Provide an implementation plan for the Hongkong Financial Secretary's policy of granting HK $10 thousand to permanent residents aged 18 or above.,0.5825047492980957,N-0047
6696,S-0111,Smart car park solution,0.5824017524719238,N-0047
6697,S-0081,iQ-Road and Traffic Management,0.5820029973983765,N-0047
6698,S-0283,All-in-one Mobile Productivity Platform,0.5809283852577211,N-0047
6699,S-0223,OceanX Share,0.5793615579605103,N-0047
6700,S-0069,Citizen Cloud,0.5791348218917847,N-0047
6701,S-0140,Drivelock,0.577796220779419,N-0047
6702,S-0180,AR/ VR/ Interactive Design & Development,0.5777302980422974,N-0047
6703,S-0096,Clare.AI Asian Language Chatbot Solutions,0.5775928497314453,N-0047
6704,S-0014,2D Face Re-identification,0.5772744417190552,N-0047
6705,S-0083,Smart Pharma Packaging,0.5768463611602783,N-0047
6706,S-0068,Reliability Centered Asset Management - Dynamic (RCAM-dyn),0.5763819217681885,N-0047
6707,S-0135,ISS Analytics Services,0.5762501955032349,N-0047
6708,S-0085,SAP Geospatial Asset Management,0.5752145648002625,N-0047
6709,S-0059,EMF Workplaces Evaluation Program,0.5750942230224609,N-0047
6710,S-0197,WCL Robotic Process Automation Solution,0.5748919248580933,N-0047
6711,S-0074,AI Chiller Plant – Smart Chiller Plant Optimization using Artificial Intelligence,0.5735620856285095,N-0047
6712,S-0023,Payment Solution for Housing Authority and Leisure and Cultural Department,0.5734165906906128,N-0047
6713,S-0237,V-K V-OS Cloud Solutions,0.5730421543121338,N-0047
6714,S-0203,Government payment scheme online application and data processing,0.5703226923942566,N-0047
6715,S-0244,ServiceNow - ITSM solution,0.5686205625534058,N-0047
6716,S-0080,OceanX Cloud-based Enterprise Content Management (ECM),0.5685688257217407,N-0047
6717,S-0169,Robotic Assistant,0.5680680274963379,N-0047
6718,S-0224,OceanX Workflow,0.5679171681404114,N-0047
6719,S-0289,Life Planning & Blockchain,0.5674115419387817,N-0047
6720,S-0047,Smart Taxpayer Services with Machine Learning,0.5667460560798645,N-0047
6721,S-0104,Litbulb Technologies,0.5666024684906006,N-0047
6722,S-0219,"VR Virtual Store, Training & Education System",0.5658845901489258,N-0047
6723,S-0127,Event Management technology,0.565837025642395,N-0047
6724,S-0040,RVM One Stop Recycling Solution,0.5655462741851807,N-0047
6725,S-0019,Personalized Education System,0.5639684796333313,N-0047
